children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-2940.061414,27,primary education,3,married,0,M,employee,0,147989.2287,buy commercial real estate
0,,69,secondary education,1,widow / widower,2,F,employee,0,,car purchase
0,-1020.512526,50,secondary education,1,married,0,F,partner,0,249539.0567,buy residential real estate
1,-1444.25075,42,Secondary Education,1,unmarried,4,F,partner,0,175328.6052,purchase of the house
0,-222.2813086,43,secondary education,1,widow / widower,2,F,employee,0,148790.0815,to own a car
0,-2568.19278,28,masters degree,0,married,0,F,employee,0,290515.371,university education
0,-1193.595714,57,secondary education,1,married,0,M,partner,0,230292.1283,buying a second-hand car
1,-4025.889116,32,secondary education,1,unmarried,4,F,employee,0,220815.2888,to own a car
1,-342.2498821,26,SECONDARY EDUCATION,1,married,0,F,employee,1,239515.0266,real estate transactions
0,-3707.557543,43,masters degree,0,married,0,M,employee,0,417051.7945,building a property
1,-4271.528215,48,SECONDARY EDUCATION,1,married,0,F,partner,0,131643.6131,cars
0,-1447.765059,30,masters degree,0,divorced,3,F,employee,1,353864.0278,transactions with the residential real estate
1,-1561.613127,32,secondary education,1,married,0,F,employee,0,79756.83352,second-hand car purchase
1,-291.457554,46,secondary education,1,married,0,F,employee,0,54797.08869,buy commercial real estate
2,-211.3321064,33,secondary education,1,unmarried,4,F,employee,0,98522.59378,purchase of a car
0,-1821.341911,37,secondary education,1,married,0,F,employee,0,156434.4456,purchase of a car
0,-1139.744216,53,secondary education,1,civil partnership,1,M,employee,0,193318.8773,purchase of the house
0,-351.6338643,36,masters degree,0,unmarried,4,F,employee,0,138691.1699,transactions with the residential real estate
0,-1459.403423,65,secondary education,1,widow / widower,2,F,employee,0,107906.1656,getting an education
0,-2344.18299,27,secondary education,1,married,0,M,employee,0,162146.5421,going to university
0,-1290.619005,28,masters degree,0,civil partnership,1,M,employee,0,235311.0217,buy residential real estate
0,362344.2978,69,secondary education,1,married,0,M,retiree,0,169474.8943,housing transactions
0,-1183.791399,57,secondary education,1,civil partnership,1,M,employee,0,114726.9505,having a wedding
0,395899.352,64,secondary education,1,widow / widower,2,F,retiree,0,149716.015,purchase of the house for my family
1,-6799.624714,42,secondary education,1,married,0,F,civil servant,0,290780.7359,buy commercial real estate
3,-2949.422637,35,secondary education,1,married,0,M,partner,0,192528.9475,car
2,-1017.178935,38,secondary education,1,married,0,F,employee,0,157624.7969,construction of own property
1,-3157.923499,30,secondary education,1,civil partnership,1,M,partner,0,343587.9294,buy residential real estate
1,-5317.759754,58,SECONDARY EDUCATION,1,married,0,M,partner,0,382561.8515,car purchase
0,-2623.518683,54,masters degree,0,married,0,F,employee,0,278797.479,building a real estate
0,-455.6602391,54,secondary education,1,civil partnership,1,M,employee,0,143005.2711,wedding ceremony
0,-860.1763677,26,secondary education,1,unmarried,4,M,employee,0,265758.6075,housing
0,-133.8767215,44,masters degree,0,civil partnership,1,F,partner,0,149071.5267,buying property for renting out
0,,27,secondary education,1,married,0,M,partner,0,,buying property for renting out
0,,59,secondary education,1,widow / widower,2,F,retiree,0,,housing
1,-1090.044759,36,masters degree,0,married,0,F,employee,0,284610.0479,buying property for renting out
2,-2098.643225,37,secondary education,1,married,0,F,employee,0,203187.5133,getting higher education
0,,57,secondary education,1,civil partnership,1,F,partner,0,,going to university
2,-1372.586114,36,masters degree,0,married,0,M,partner,0,553624.2305,buy residential real estate
0,-2808.633986,41,masters degree,0,civil partnership,1,M,partner,0,308790.2141,wedding ceremony
0,-683.2745024,57,Secondary Education,1,widow / widower,2,F,employee,0,74253.43374,buying a second-hand car
1,-61.51845659,31,secondary education,1,unmarried,4,F,employee,0,64085.93598,property
2,-623.6179247,36,Masters Degree,0,married,0,M,partner,0,360163.4857,real estate transactions
2,-3814.2665,30,secondary education,1,married,0,F,employee,0,116323.709,car
1,-1572.400829,38,bachelor degree,2,married,0,M,employee,0,331495.3922,property
0,-1093.009025,29,masters degree,0,married,0,M,employee,0,256487.9457,getting an education
1,-3957.878086,37,masters degree,0,married,0,F,civil servant,0,437471.4292,buy real estate
0,-1177.967648,46,secondary education,1,married,0,F,partner,0,230272.9228,car purchase
0,-2491.66658,33,Secondary Education,1,civil partnership,1,F,employee,1,63511.02868,buying a second-hand car
0,,23,Bachelor Degree,2,unmarried,4,M,employee,0,,getting higher education
0,-8898.362066,49,secondary education,1,married,0,F,civil servant,0,84119.59788,housing
0,-554.9948299,28,masters degree,0,civil partnership,1,F,partner,0,180437.3578,property renovation
0,-7115.984666,50,secondary education,1,married,0,F,employee,1,506773.9858,housing
2,-5763.183199,33,secondary education,1,civil partnership,1,F,civil servant,0,171057.9517,having a wedding
0,-5966.901673,44,masters degree,0,married,0,M,employee,0,171859.9267,purchase of the house
0,-837.6106694,55,secondary education,1,married,0,M,employee,0,147863.344,second-hand car purchase
0,,55,masters degree,0,civil partnership,1,F,partner,0,,to have a wedding
0,-583.4827584,27,secondary education,1,married,0,F,employee,0,57212.8396,property
0,374222.148,51,secondary education,1,married,0,M,retiree,0,115194.1611,getting an education
0,-2093.262819,42,secondary education,1,married,0,M,employee,0,136525.0311,purchase of the house
0,-2362.925093,45,masters degree,0,married,0,F,partner,0,189366.9593,housing transactions
0,361917.9164,49,masters degree,0,unmarried,4,F,retiree,0,290193.7957,cars
1,,31,SECONDARY EDUCATION,1,divorced,3,M,civil servant,0,,supplementary education
1,-1426.833502,35,secondary education,1,civil partnership,1,F,employee,0,331595.2438,buy real estate
1,-2220.710993,41,secondary education,1,divorced,3,F,employee,0,217333.1751,getting an education
0,-1017.635506,46,secondary education,1,divorced,3,M,employee,0,86175.99488,university education
0,371373.7462,54,secondary education,1,divorced,3,F,retiree,0,113978.1525,purchase of my own house
0,-2777.659208,30,secondary education,1,married,0,M,employee,0,121759.963,buy commercial real estate
0,-437.4488572,29,masters degree,0,married,0,F,employee,0,189608.4458,going to university
0,-4560.70856,53,secondary education,1,divorced,3,F,employee,1,136159.926,buying my own car
0,-12506.3183,46,secondary education,1,married,0,F,employee,0,292843.288,property
0,-2557.748501,27,primary education,3,unmarried,4,M,partner,0,378606.1729,housing
0,-339.7244992,32,secondary education,1,married,0,F,employee,0,156255.21,education
0,-1102.469683,50,masters degree,0,divorced,3,F,partner,0,191651.6289,property renovation
0,-7272.087248,40,bachelor degree,2,married,0,F,employee,0,107499.8764,real estate transactions
0,-13664.19788,57,secondary education,1,unmarried,4,F,employee,0,260593.8709,building a real estate
0,368166.035,64,masters degree,0,civil partnership,1,F,retiree,0,248148.0531,having a wedding
0,-573.1581541,23,secondary education,1,civil partnership,1,M,partner,0,161754.5669,having a wedding
0,389531.9495,54,secondary education,1,unmarried,4,F,retiree,0,144318.045,getting higher education
0,-5403.638481,33,secondary education,1,unmarried,4,M,employee,0,63357.95678,university education
1,-510.0221331,40,masters degree,0,civil partnership,1,M,employee,0,235184.9904,second-hand car purchase
1,-764.6357857,58,secondary education,1,unmarried,4,F,employee,0,110963.1666,transactions with my real estate
0,-4068.941612,56,secondary education,1,civil partnership,1,F,employee,0,168838.7885,wedding ceremony
0,-1776.594624,47,masters degree,0,married,0,F,employee,0,267550.4654,transactions with my real estate
0,391277.0407,65,masters degree,0,civil partnership,1,F,retiree,0,302020.0262,wedding ceremony
2,-3307.792204,40,secondary education,1,civil partnership,1,F,partner,0,91603.4868,to have a wedding
0,-1607.188995,61,secondary education,1,civil partnership,1,F,employee,0,318846.2769,car
0,-4176.671878,41,secondary education,1,married,0,F,employee,0,162604.317,property renovation
0,,57,masters degree,0,widow / widower,2,F,retiree,0,,housing
0,,58,secondary education,1,civil partnership,1,F,retiree,0,,profile education
0,-5297.502016,53,masters degree,0,unmarried,4,F,civil servant,0,100169.5547,buying property for renting out
1,331291.6831,59,secondary education,1,married,0,M,retiree,0,212226.2707,property renovation
0,-2195.688842,58,secondary education,1,civil partnership,1,F,employee,0,230744.3155,wedding ceremony
0,374052.6583,54,secondary education,1,civil partnership,1,M,retiree,0,241738.2938,car purchase
0,,45,secondary education,1,married,0,F,employee,0,,profile education
0,-1207.938255,55,secondary education,1,married,0,M,partner,0,130087.4879,buy real estate
0,-191.16776,56,secondary education,1,married,0,M,employee,0,138653.7488,cars
1,-1683.597865,37,secondary education,1,married,0,F,partner,0,73897.89853,transactions with my real estate
2,-2476.791929,45,secondary education,1,married,0,M,partner,0,65489.11588,buy commercial real estate
0,-2214.28258,56,secondary education,1,married,0,M,partner,0,85566.88857,getting higher education
0,-11033.51815,49,secondary education,1,married,0,F,employee,0,78990.24653,building a property
0,397579.1732,55,secondary education,1,married,0,F,retiree,0,220450.5055,housing transactions
1,-361.2953458,22,bachelor degree,2,civil partnership,1,F,partner,0,59702.37857,housing transactions
0,-325.699295,40,secondary education,1,civil partnership,1,F,employee,0,86614.13606,to have a wedding
0,-8575.885347,46,secondary education,1,married,0,F,civil servant,0,111755.1988,purchase of the house for my family
0,-2733.252455,28,secondary education,1,married,0,M,partner,0,224492.9459,purchase of the house for my family
0,-914.16736,44,masters degree,0,civil partnership,1,F,partner,0,149367.8354,to have a wedding
0,400992.4366,66,secondary education,1,married,0,F,retiree,0,45403.44177,supplementary education
0,-3782.22288,60,secondary education,1,married,0,M,partner,0,237845.3935,buying a second-hand car
0,-6507.922473,56,secondary education,1,married,0,M,employee,0,202743.5352,buying property for renting out
1,-351.6852632,22,masters degree,0,married,0,M,employee,1,168110.2873,buy residential real estate
0,-6088.417968,39,masters degree,0,married,0,M,partner,0,132968.7021,second-hand car purchase
2,-1590.277921,27,secondary education,1,married,0,F,employee,0,153406.6276,going to university
0,348328.7537,63,secondary education,1,divorced,3,F,retiree,0,63295.13531,going to university
1,-178.0917294,28,masters degree,0,married,0,M,employee,0,226385.727,housing
0,389595.2956,63,masters degree,0,married,0,F,retiree,0,409749.4418,buying a second-hand car
1,-342.5914333,45,secondary education,1,married,0,F,partner,0,91053.54702,real estate transactions
0,,53,secondary education,1,widow / widower,2,F,employee,1,,to own a car
0,-573.6324651,33,secondary education,1,civil partnership,1,M,employee,0,149943.1324,wedding ceremony
2,-5444.643865,36,masters degree,0,married,0,M,civil servant,0,164190.7014,profile education
0,-5812.67157,58,secondary education,1,widow / widower,2,F,employee,0,65872.65506,to get asupplementary education
0,391012.411,63,SECONDARY EDUCATION,1,widow / widower,2,F,retiree,0,82638.00242,purchase of the house
0,-11131.05126,51,secondary education,1,unmarried,4,F,employee,0,189615.2132,car
2,-1814.098908,41,secondary education,1,civil partnership,1,F,partner,0,330121.8326,having a wedding
1,-5461.539811,44,secondary education,1,married,0,F,civil servant,0,228945.5636,purchase of my own house
2,-1606.839009,29,masters degree,0,married,0,F,partner,0,129336.5538,property
0,-538.5319034,33,secondary education,1,unmarried,4,M,employee,0,126417.8764,housing
0,-2143.165506,60,secondary education,1,divorced,3,F,partner,0,325817.6807,building a real estate
0,-663.8847701,27,secondary education,1,unmarried,4,F,employee,0,260753.2035,to buy a car
0,-2969.035931,59,MASTERS DEGREE,0,civil partnership,1,M,employee,0,62822.52469,having a wedding
0,-2086.501856,62,Masters Degree,0,widow / widower,2,F,partner,0,302082.0976,cars
0,,48,secondary education,1,civil partnership,1,F,partner,0,,wedding ceremony
0,338417.7923,53,MASTERS DEGREE,0,married,0,F,retiree,0,82055.33682,transactions with the residential real estate
1,-3356.654453,27,secondary education,1,unmarried,4,F,employee,0,140531.3071,construction of own property
0,-289.4715937,36,secondary education,1,married,0,M,employee,0,171100.2853,profile education
0,351449.845,64,masters degree,0,civil partnership,1,F,retiree,0,168089.7811,to have a wedding
1,-565.1466882,31,masters degree,0,divorced,3,F,partner,0,76712.61788,university education
0,-1078.497074,55,secondary education,1,married,0,M,partner,0,119275.5903,purchase of the house for my family
1,-3267.738265,45,masters degree,0,civil partnership,1,F,employee,0,118552.3103,having a wedding
0,,56,secondary education,1,married,0,F,retiree,0,,supplementary education
